"","Page Title","Description","Reference","Extent","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"82","Jōtiṣyaraṭṭa Śāstravu","

        Astrology. 1 Printed Book. Original reference number: 613.

                  
            
              
              View images from this file (42)
            
          
              ","EAP673/1/82","42 TIFF images","File","Kannada","Kannada","1899","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_82/1.jp2/full/!600,300/0/default.jpg"
"83","Cāṇakya Tantra Camatkāra","

        General. 1 Printed Book. Original reference number: 653.

                  
            
              
              View images from this file (94)
            
          
              ","EAP673/1/83","94 TIFF images","File","Kannada","Kannada","1880","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_83/1.jp2/full/!600,300/0/default.jpg"
"84","Kālajñānavu","

        Astrology. 1 Printed Book. Original reference number: 654.

                  
            
              
              View images from this file (40)
            
          
              ","EAP673/1/84","40 TIFF images","File","Kannada","Kannada","1897","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_84/1.jp2/full/!600,300/0/default.jpg"
"85","Kēraḷapraśnegranthavu","

        History. 1 Printed Book. Original reference number: 662.

                  
            
              
              View images from this file (36)
            
          
              ","EAP673/1/85","36 TIFF images","File","Kannada","Kannada","1898","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_85/1.jp2/full/!600,300/0/default.jpg"
"86","Navanīta Riṣvā","

        Fiction. 1 Printed Book. Original reference number: 663.

                  
            
              
              View images from this file (36)
            
          
              ","EAP673/1/86","36 TIFF images","File","Kannada","Kannada","1897","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_86/1.jp2/full/!600,300/0/default.jpg"
"87","Akhandeśvarana Vacanaśāstravu","

        history. 1 Printed Book. Original reference number: 665.

                  
            
              
              View images from this file (142)
            
          
              ","EAP673/1/87","142 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_87/1.jp2/full/!600,300/0/default.jpg"
"88","Pākaśāstra","

        General. 1 Printed Book. Original reference number: 675.

                  
            
              
              View images from this file (56)
            
          
              ","EAP673/1/88","56 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_88/1.jp2/full/!600,300/0/default.jpg"
"89","Yakṣagāna Udyōga Parvada Kr̥ṣṇasandānavu","

        Literature. 1 Printed Book. Original reference number: 677.

                  
            
              
              View images from this file (52)
            
          
              ","EAP673/1/89","52 TIFF images","File","Kannada","Kannada","1886","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_89/1.jp2/full/!600,300/0/default.jpg"
"90","Śrīmaddēvimāhātmy","

        Literature. 1 Printed Book. Original reference number: 694.

                  
            
              
              View images from this file (112)
            
          
              ","EAP673/1/90","112 TIFF images","File","Kannada","Kannada","1897","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_90/1.jp2/full/!600,300/0/default.jpg"
"91","Śrikr̥ṣṇarāja Vāṇivilāsa Mahābhāratada Kannaḍa ṭīku Karṇaparva","

        Literature. 1 Printed Book. Original reference number: 730.

                  
            
              
              View images from this file (214)
            
          
              ","EAP673/1/91","214 TIFF images","File","Kannada","Kannada","1890","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_91/1.jp2/full/!600,300/0/default.jpg"
"92","Kanāṭaka Pan̄Catantra Ō","

        Fiction. 1 Printed Book. Original reference number: 790.

                  
            
              
              View images from this file (328)
            
          
              ","EAP673/1/92","328 TIFF images","File","Kannada","Kannada","1898","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_92/1.jp2/full/!600,300/0/default.jpg"
"93","Vāsudēva Manana","

        Literature. 1 Printed Book. Original reference number: 840.

                  
            
              
              View images from this file (128)
            
          
              ","EAP673/1/93","128 TIFF images","File","Kannada","Kannada","1897","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_93/1.jp2/full/!600,300/0/default.jpg"
"94","Cannabasaveśvaravijayaṁ","

        history. 1 Printed Book. Original reference number: 853.

                  
            
              
              View images from this file (464)
            
          
              ","EAP673/1/94","464 TIFF images","File","Kannada","Kannada","1906","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_94/1.jp2/full/!600,300/0/default.jpg"
"95","Advice To A Wife","

        Fiction. 1 Printed Book. Original reference number: 896.

                  
            
              
              View images from this file (110)
            
          
              ","EAP673/1/95","110 TIFF images","File","Kannada","Kannada","1831","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_95/1.jp2/full/!600,300/0/default.jpg"
"96","Pan̄Cavaṭi Rāmāyaṇa Hiraṇṇayya","

        Literature. 1 Printed Book. Original reference number: 926.

                  
            
              
              View images from this file (96)
            
          
              ","EAP673/1/96","96 TIFF images","File","Kannada","Kannada","1910","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_96/1.jp2/full/!600,300/0/default.jpg"
"97","Tripura Sanhāra Kate","

        Fiction. 1 Printed Book. Original reference number: 941.

                  
            
              
              View images from this file (114)
            
          
              ","EAP673/1/97","114 TIFF images","File","Kannada","Kannada","1911","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_97/1.jp2/full/!600,300/0/default.jpg"
"98","Satyārtha Prakāśa","

        Fiction. 1 Printed Book. Original reference number: 969.

                  
            
              
              View images from this file (253)
            
          
              ","EAP673/1/98","253 TIFF images","File","Kannada","Kannada","1909","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_98/1.jp2/full/!600,300/0/default.jpg"
"99","Timbu'Umbuva Padārthagaḷa Guṇadōsagaḷu,Pratikāragaḷu","

        General. 1 Printed Book. Original reference number: 1012.

                  
            
              
              View images from this file (60)
            
          
              ","EAP673/1/99","60 TIFF images","File","Kannada","Kannada","1896","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_99/1.jp2/full/!600,300/0/default.jpg"
"100","ṭīkāsabā Vandane","

        General. 1 Printed Book. Original reference number: 1048.

                  
            
              
              View images from this file (42)
            
          
              ","EAP673/1/100","42 TIFF images","File","Kannada","Kannada","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_100/1.jp2/full/!600,300/0/default.jpg"
"101","Yakṣagāna Gālavacaritre","

        Fiction. 1 Printed Book. Original reference number: 1093.

                  
            
              
              View images from this file (34)
            
          
              ","EAP673/1/101","34 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_101/1.jp2/full/!600,300/0/default.jpg"
"102","Ahobaḷadāsara Kīrtanegaḷu","

        Music. 1 Printed Book. Original reference number: 1097.

                  
            
              
              View images from this file (54)
            
          
              ","EAP673/1/102","54 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_102/1.jp2/full/!600,300/0/default.jpg"
"103","Gaṅgādēvi, Gaurideviyavara Sammavāda","

        General. 1 Printed Book. Original reference number: 1101.

                  
            
              
              View images from this file (90)
            
          
              ","EAP673/1/103","90 TIFF images","File","Kannada","Kannada","1916","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_103/1.jp2/full/!600,300/0/default.jpg"
